Title,Character,Manually Added Aliases,Gender,Race/Ethnicity,Annotator Notes,Source,,,
autobiography of an ex colored man - johnson,my mother,,F,Black,"""Born shortly after the Civil War in a small Georgia town, the narrator's African-American mother protected him as a child and teenager. The narrator's father, a wealthy white member of the Southern aristocracy, is absent throughout the narrator's childhood but, nevertheless, continues to provide financial support for the narrator and his mother.""",wikipedia,,,
light in august - faulkner,I,,N/A,N/A,N/A,N/A,,,
light in august - faulkner,Byron,,M,White (unmarked),does not face the same issues as characters that are suggested to be non-white,book,,,
light in august - faulkner,Brown,,M,White (unmarked),"""The sheriff at first suspects Joe Brown, but initiates a manhunt for Christmas after Brown claims that Christmas is black.""",Wikipedia,,,
light in august - faulkner,Joe,,M,"Black, White","""Joe Christmas is fixated on the idea that he has some African American blood, which Faulkner never confirms, and views his parentage as an original sin that has tainted his body and actions since birth.""",Wikipedia,,,
light in august - faulkner,Christmas,,M,"White, Black","""A wanderer, he has a rootless, overly independent quality to him that others frequently misinterpret as ruthlessness, loneliness, or pride. Biracial, he is often mistaken for—and “passes” for—a white man.""",Sparknotes,,,
light in august - faulkner,Hightower,,M,White,"""Hightower is a tall man, and he was thin once. But he is not thin now. His skin is the color of flour sacking and his upper body in shape is like a loosely"" no mention of race",book,,,
light in august - faulkner,the man,,N/A,N/A,N/A,N/A,,,
in the lake of the woods - o'brien,Wade,,M,White (unmarked),"no mention of race but a vietnam war veteran, and lieutenant governor of Minnesota, John was running for the U.S. Senate",Wikipedia,,,
in the lake of the woods - o'brien,Kathy,,F,White,"""Her face was tired, with the lax darkening that accompanies age, but still he found much to admire. The green eyes and brown summer skin and slim legs and shapely little fingers."" no mentions of race found throughout book for any character",book,,,
in the lake of the woods - o'brien,I,unnamed,M,White (unmarked),"no description, but hes a vietnam war veteran and portrayed by white actor in film adaptation",Wikipedia,,,
in the lake of the woods - o'brien,Sorcerer,,M,White (unmarked),"Same person as Wade, who had no mention of race found. Alias merging evidence: ""His platoon dub John their good luck charm and start calling him “Sorcerer.”""",Sparknotes,,,
in the lake of the woods - o'brien,Tony,,M,White (unmarked),"""Anthony (Tony) Carbo served as John's campaign manager through his political career."" with no mention of race",Wikipedia,,,
always running - rodriguez,I,Luis Rodriguez,M,Latino/a/x,"""The award-winning and bestselling classic memoir about a young Chicano gang member surviving the dangerous streets of East Los Angeles.""",Goodreads,,,
dracula - stoker,I,,N/A,N/A,N/A,N/A,,,
dracula - stoker,Van Helsing,,M,White (unmarked),usually depicted as white in adaptations,wikipedia,,,
dracula - stoker,Lucy,,F,White,"""and Lucy was like her old self again. When we got home the fresh breeze had braced her up, and her pale cheeks were really more rosy."" usually depicted as white in adaptations and interpretations of this famous book",book,,,
dracula - stoker,Mina,,F,White (unmarked),usually depicted as white in adaptations,wikipedia,,,
dracula - stoker,the Count,,M,White,"""I was conscious of the presence of the Count, and of his being as if lapped in a storm of fury. As my eyes opened involuntarily I saw his strong hand grasp the slender neck of the fair woman and with giant's power draw it back, the blue eyes transformed with fury, the white teeth champing with rage, and the fair cheeks blazing red with passion. [...] His face was deathly pale, and the lines of it were hard like drawn wires; the thick eyebrows that met over the nose now seemed like a heaving bar of white-hot metal.""",book,,,
dracula - stoker,Arthur,,M,White (unmarked),usually depicted as white in adaptations,wikipedia,,,
dracula - stoker,the Professor,,M,White (unmarked),usually depicted as white in adaptations,wikipedia,,,
dracula - stoker,Jonathan,,M,White (unmarked),"Is English with no explicit mention of race in a 1897 book, played by white actors in adaptations",Wikipedia,,,
dracula - stoker,Dr. Seward,,M,White (unmarked),"""Seward is the administrator of an insane asylum not far from Count Dracula's first English home, Carfax"" Played by white actors in adaptations",Wikipedia,,,
don quixote - cervantes,Sancho,,M,White,"""a Spanish gentleman of La Mancha Alonso Quijano (or Quesada, or Quijada), who believes himself and acts as a knight-errant as described in various medieval books of chivalry, riding his horse Rocinante""",Wikipedia,,,
don quixote - cervantes,Don Quixote,,M,White,"played by white actors in adaptations, also Spanish",Wikipedia,,,
don quixote - cervantes,I,,N/A,N/A,N/A,N/A,,,
friday night lights - bissinger,Boobie,,M,Black,"""But Nate Hearne, a black junior varsity football coach whose primary responsibility was to handle the black players on the team, herded him into the trainer’s room to try to calm him down, to somehow salvage what little of his psyche hadn’t already been destroyed.""",book,,,
friday night lights - bissinger,Winchell,,M,White,played by white actor in adaptation,Wikipedia,,,
friday night lights - bissinger,Ivory,,M,Black,"""particularly in Odessa, where if you were big and strong and fast and black it was difficult not to feel as if the whole world expected you to do one thing and one thing only and that was play football.""",book,,,
accidental billionaires - mezrich,Eduardo,,M,White,"based on real person, played by white actor in adaptation",Wikipedia,,,
accidental billionaires - mezrich,Mark,,M,White,"based on real person, played by white actor in adaptation",Wikipedia,,,
accidental billionaires - mezrich,Sean,,M,White,"based on real person, played by white actor in adaptation",Wikipedia,,,
accidental billionaires - mezrich,Tyler,,M,White,"based on real person, played by white actor in adaptation",Wikipedia,,,
left to tell - ilibagiza,I,Immaculee Ilibagiza,F,Black,"""Immaculee Ilibagiza grew up in a country she loved, surrounded by a family she cherished. But in 1994 her idyllic world was ripped apart as Rwanda descended into a bloody genocide. Immaculee’s family was brutally murdered during a killing spree that lasted three months and claimed the lives of nearly a million Rwandans.""",Goodreads,,,
left to tell - ilibagiza,God,,M,Non-human,"though often depicted as White, we decided to not assign a race to God, who could be conceptualized as actually race-less. This book is written by a Black author, and does not seem to assign any race to God",book,,,
english patient - ondaatje,Caravaggio,,M,White,"""David Caravaggio is a Canadian thief whose profession is legitimised by the war, as the Allies needed crafty people to steal Axis documents"" no mention of race otherwise",Wikipedia,,,
english patient - ondaatje,Hana,,F,White,"""Hana is a twenty-year-old Canadian Army nurse torn between her youth and her maturity."" also played by white-appearing French actress in the adaptation",Wikipedia,,,
english patient - ondaatje,I,,N/A,N/A,N/A,N/A,,,
english patient - ondaatje,Kip,,M,Asian,"""Kirpal (Kip) Singh is an Indian Sikh who has volunteered with the British military for sapper bomb disposal training under Lord Suffolk.""",Wikipedia,,,
great expectations - dickens,I,"Philip Pirrip, Pip",M,White (unmarked),This is a well-known book that is usually depicted with a white actor playing Pip in adaptations. ,Wikipedia,,,
great expectations - dickens,Joe,,M,White,"""Joe was a fair man, with curls of flaxen hair on each side of his smooth face, and with eyes of such a very undecided blue that they seemed to have somehow got mixed with their own whites."" book is older English literature",book,,,
great expectations - dickens,Herbert,,M,White,"""The pale young gentleman""  book is older English literature",book,,,
great expectations - dickens,Miss Havisham,,F,White (unmarked),"played by majority of White actresses, wealthy spinster during the Victorian era,  book is older English literature",Wikipedia,,,
great expectations - dickens,Estella,,F,White,"""As my eyes followed her white hand"",  book is older English literature",book,,,
great expectations - dickens,Wemmick,,M,White (unmarked),"no mention of race, book is older English literature and takes place in Victorian England",book,,,
spare parts - davis,Oscar,,M,Latino/a/x,"One of ""Four undocumented Mexican American students""",Litcharts,,,
spare parts - davis,Lorenzo,,M,Latino/a/x,"One of ""Four undocumented Mexican American students""",Litcharts,,,
spare parts - davis,Cristian,,M,Latino/a/x,"One of ""Four undocumented Mexican American students""",Litcharts,,,
spare parts - davis,Fredi,,M,MENA,"""Fredi grew up as an Iranian immigrant and was often made fun of and even beaten up in high school""",Litcharts,,,
poisonwood bible - kingsolver,I,,N/A,White,"""The Price family is white, and (prior to traveling to the Congo) enjoys all the conveniences of life as a white citizen in the United States.""",Litcharts,,,
poisonwood bible - kingsolver,Father,,M,White,"""The Price family is white, and (prior to traveling to the Congo) enjoys all the conveniences of life as a white citizen in the United States.",Litcharts,,,
poisonwood bible - kingsolver,Mother,,F,White,"""The Price family is white, and (prior to traveling to the Congo) enjoys all the conveniences of life as a white citizen in the United States.""",Litcharts,,,
poisonwood bible - kingsolver,Anatole,,M,Black,"""Anatole Ngemba is a young, intelligent Congolese man who eventually becomes Leah Price’s lover and husband.""",Litcharts,,,
poisonwood bible - kingsolver,Orleanna Price,,F,White,"""The Price family is white, and (prior to traveling to the Congo) enjoys all the conveniences of life as a white citizen in the United States.""",Litcharts,,,
poisonwood bible - kingsolver,Leah Price,,F,White,"""The Price family is white, and (prior to traveling to the Congo) enjoys all the conveniences of life as a white citizen in the United States.""",Litcharts,,,
poisonwood bible - kingsolver,Rachel Price,,F,White,"""The Price family is white, and (prior to traveling to the Congo) enjoys all the conveniences of life as a white citizen in the United States.""",Litcharts,,,
poisonwood bible - kingsolver,Adah Price,,F,White,"""The Price family is white, and (prior to traveling to the Congo) enjoys all the conveniences of life as a white citizen in the United States.""",Litcharts,,,
